issue,sku,subcategory,category,status,discontinue_final,fix_hint
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-KID-MD-POWER-NS,Poncho - Kids SEASONAL,Poncho - Kids,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-KID-MD-SKATER,Poncho - Kids SEASONAL,Poncho - Kids,ACTIVE,2026-08-31,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-KID-SM-CAMO,Poncho - Kids SEASONAL,Poncho - Kids,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-KID-SM-CHECKOUT,Poncho - Kids SEASONAL,Poncho - Kids,ACTIVE,2026-08-31,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-KID-SM-DOODMOOD,Poncho - Kids SEASONAL,Poncho - Kids,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-KID-SM-GVCLUB,Poncho - Kids SEASONAL,Poncho - Kids,ACTIVE,2026-08-31,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-KID-SM-INTOWILD,Poncho - Kids SEASONAL,Poncho - Kids,ACTIVE,2026-08-31,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-KID-SM-JELLY,Poncho - Kids SEASONAL,Poncho - Kids,ACTIVE,2026-08-31,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-KID-SM-POWER,Poncho - Kids SEASONAL,Poncho - Kids,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-KID-SM-SKATER,Poncho - Kids SEASONAL,Poncho - Kids,ACTIVE,2026-08-31,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-SUM-MD-CSTCANDY,Poncho - Kids SEASONAL,Poncho - Kids,ACTIVE,2028-01-01,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-SUM-SM-CSTCANDY,Poncho - Kids SEASONAL,Poncho - Kids,ACTIVE,2028-01-01,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,PONCHK-SUM-SM-UNICN,Poncho - Kids SEASONAL,Poncho - Kids,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-DES-LG-BONES,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-DES-LG-FACES,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-DES-LG-PAWS,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-DES-MD-BONES,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-DES-MD-PAWS,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-LG-4SET-DOGDIS,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-LG-4SET-FRSWLK,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-LG-4SET-FULLPCK,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-LG-4SET-MISMTCH,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-LG-BARKBLU,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-LG-WOOFWILD,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-MD-4SET-BLUES,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-MD-4SET-BRKPLD,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-MD-4SET-DOGDIS,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-MD-4SET-FULLPCK,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-MD-4SET-PAWFECT,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,DOGTWL-MD-5SET,Towel - Dog,Towel - Dog,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,BOTTL-CAB-LTBLU,Water Bottle,Water Bottle,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,BOTTL-CAB-LTPNK,Water Bottle,Water Bottle,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,BOTTL-CAB-NAVY,Water Bottle,Water Bottle,,,"Set a past discontinue date, OR reassign to an active subcategory"
DISCONTINUED_SUBCAT_ACTIVE_SKU,BOTTL-SUM-UNICN,Water Bottle,Water Bottle,,,"Set a past discontinue date, OR reassign to an active subcategory"
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-LG-CHKMTT,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-LG-DNBCLUB,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-LG-DOGDIN,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-LG-GOLONG,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-LG-PNKPAWS,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-LG-UNDWLK,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-MD-CHKMTT,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-MD-DNBCLUB,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-MD-DOGDIN,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-MD-GOLONG,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-MD-PNKPAWS,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-DES-MD-UNDWLK,,,ACTIVE,2026-08-20,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-LG-4SET-BLUES,,,LAST SEASON,,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,DOGTWL-LG-4SET-PAWFECT,,,LAST SEASON,,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,PONCHK-CAB-MD-YELL,,,ACTIVE,,Assign a subcategory (and ensure its parent category is set)
AVAILABLE_NO_SUBCATEGORY,PONCHK-CAB-SM-YELL,,,ACTIVE,,Assign a subcategory (and ensure its parent category is set)
